2026-04-04 19:54:04 | INFO     | Pokretanje custom hardcore porta | mode=train | algo=sac | backbone=lstm | history=12 | frame_skip=2 | fall_penalty=-10.0 | lr=0.0004 | batch=64 | gamma=0.98 | alpha=0.05 | tau=0.01 | device=auto
2026-04-04 19:54:04 | INFO     | Custom hardcore trening | episodes=1500 | explore_ep=50 | eval_every=200 | eval_ep=20 | max_steps=750
2026-04-04 19:54:04 | INFO     | Episode 1 | raw=-99.68 | shaped=-9.68 | avg100_raw=-99.68 | steps=36
2026-04-04 19:54:04 | INFO     | Episode 2 | raw=-112.56 | shaped=-22.56 | avg100_raw=-106.12 | steps=32
2026-04-04 19:54:04 | INFO     | Episode 3 | raw=-116.48 | shaped=-26.48 | avg100_raw=-109.57 | steps=52
2026-04-04 19:54:04 | INFO     | Episode 4 | raw=-103.27 | shaped=-13.27 | avg100_raw=-108.00 | steps=43
2026-04-04 19:54:05 | INFO     | Episode 5 | raw=-22.06 | shaped=-42.06 | avg100_raw=-90.81 | steps=120
2026-04-04 19:54:05 | INFO     | Episode 6 | raw=-100.38 | shaped=-10.38 | avg100_raw=-92.41 | steps=37
2026-04-04 19:54:05 | INFO     | Episode 7 | raw=-100.33 | shaped=-10.33 | avg100_raw=-93.54 | steps=36
2026-04-04 19:54:05 | INFO     | Episode 8 | raw=-101.05 | shaped=-11.05 | avg100_raw=-94.48 | steps=59
2026-04-04 19:54:05 | INFO     | Episode 9 | raw=-17.94 | shaped=-37.94 | avg100_raw=-85.97 | steps=120
2026-04-04 19:54:05 | INFO     | Episode 10 | raw=-103.18 | shaped=-13.18 | avg100_raw=-87.69 | steps=36
2026-04-04 19:54:05 | INFO     | Episode 11 | raw=-128.05 | shaped=-38.05 | avg100_raw=-91.36 | steps=72
2026-04-04 19:54:05 | INFO     | Episode 12 | raw=-100.30 | shaped=-10.30 | avg100_raw=-92.11 | steps=37
2026-04-04 19:54:06 | INFO     | Episode 13 | raw=-26.96 | shaped=-46.96 | avg100_raw=-87.10 | steps=120
2026-04-04 19:54:06 | INFO     | Episode 14 | raw=-114.86 | shaped=-24.86 | avg100_raw=-89.08 | steps=43
2026-04-04 19:54:06 | INFO     | Episode 15 | raw=-104.96 | shaped=-14.96 | avg100_raw=-90.14 | steps=37
2026-04-04 19:54:06 | INFO     | Episode 16 | raw=-105.20 | shaped=-15.20 | avg100_raw=-91.08 | steps=33
2026-04-04 19:54:06 | INFO     | Episode 17 | raw=-15.83 | shaped=-35.83 | avg100_raw=-86.65 | steps=120
2026-04-04 19:54:06 | INFO     | Episode 18 | raw=-112.96 | shaped=-22.96 | avg100_raw=-88.11 | steps=26
2026-04-04 19:54:06 | INFO     | Episode 19 | raw=-103.54 | shaped=-13.54 | avg100_raw=-88.93 | steps=38
2026-04-04 19:54:06 | INFO     | Episode 20 | raw=-133.14 | shaped=-43.14 | avg100_raw=-91.14 | steps=110
2026-04-04 19:54:06 | INFO     | Episode 21 | raw=-119.82 | shaped=-29.82 | avg100_raw=-92.50 | steps=79
2026-04-04 19:54:07 | INFO     | Episode 22 | raw=-16.28 | shaped=-36.28 | avg100_raw=-89.04 | steps=160
2026-04-04 19:54:07 | INFO     | Episode 23 | raw=-125.16 | shaped=-35.16 | avg100_raw=-90.61 | steps=38
2026-04-04 19:54:07 | INFO     | Episode 24 | raw=-101.29 | shaped=-11.29 | avg100_raw=-91.05 | steps=42
2026-04-04 19:54:07 | INFO     | Episode 25 | raw=-114.12 | shaped=-24.12 | avg100_raw=-91.98 | steps=25
2026-04-04 19:54:07 | INFO     | Episode 26 | raw=-118.57 | shaped=-28.57 | avg100_raw=-93.00 | steps=39
2026-04-04 19:54:07 | INFO     | Episode 27 | raw=-19.81 | shaped=-39.81 | avg100_raw=-90.29 | steps=120
2026-04-04 19:54:07 | INFO     | Episode 28 | raw=-121.50 | shaped=-31.50 | avg100_raw=-91.40 | steps=40
2026-04-04 19:54:08 | INFO     | Episode 29 | raw=-98.77 | shaped=-8.77 | avg100_raw=-91.66 | steps=35
2026-04-04 19:54:08 | INFO     | Episode 30 | raw=-101.80 | shaped=-11.80 | avg100_raw=-91.99 | steps=37
2026-04-04 19:54:08 | INFO     | Episode 31 | raw=-105.41 | shaped=-15.41 | avg100_raw=-92.43 | steps=36
2026-04-04 19:54:08 | INFO     | Episode 32 | raw=-105.18 | shaped=-15.18 | avg100_raw=-92.83 | steps=50
2026-04-04 19:54:08 | INFO     | Episode 33 | raw=-101.80 | shaped=-11.80 | avg100_raw=-93.10 | steps=42
2026-04-04 19:54:08 | INFO     | Episode 34 | raw=-109.81 | shaped=-19.81 | avg100_raw=-93.59 | steps=33
2026-04-04 19:54:08 | INFO     | Episode 35 | raw=-120.83 | shaped=-30.83 | avg100_raw=-94.37 | steps=60
2026-04-04 19:54:08 | INFO     | Episode 36 | raw=-106.11 | shaped=-16.11 | avg100_raw=-94.69 | steps=29
2026-04-04 19:54:08 | INFO     | Episode 37 | raw=-133.16 | shaped=-43.16 | avg100_raw=-95.73 | steps=48
2026-04-04 19:54:08 | INFO     | Episode 38 | raw=-116.64 | shaped=-26.64 | avg100_raw=-96.28 | steps=25
2026-04-04 19:54:09 | INFO     | Episode 39 | raw=-36.70 | shaped=-56.70 | avg100_raw=-94.76 | steps=320
2026-04-04 19:54:09 | INFO     | Episode 40 | raw=-17.25 | shaped=-37.25 | avg100_raw=-92.82 | steps=160
2026-04-04 19:54:09 | INFO     | Episode 41 | raw=-106.72 | shaped=-16.72 | avg100_raw=-93.16 | steps=26
2026-04-04 19:54:10 | INFO     | Episode 42 | raw=-116.78 | shaped=-26.78 | avg100_raw=-93.72 | steps=39
2026-04-04 19:54:10 | INFO     | Episode 43 | raw=-110.68 | shaped=-20.68 | avg100_raw=-94.11 | steps=31
2026-04-04 19:54:10 | INFO     | Episode 44 | raw=-103.77 | shaped=-13.77 | avg100_raw=-94.33 | steps=24
2026-04-04 19:54:10 | INFO     | Episode 45 | raw=-99.74 | shaped=-9.74 | avg100_raw=-94.45 | steps=35
2026-04-04 19:54:10 | INFO     | Episode 46 | raw=-15.09 | shaped=-35.09 | avg100_raw=-92.73 | steps=160
2026-04-04 19:54:10 | INFO     | Episode 47 | raw=-16.90 | shaped=-36.90 | avg100_raw=-91.11 | steps=120
2026-04-04 19:54:10 | INFO     | Episode 48 | raw=-102.36 | shaped=-12.36 | avg100_raw=-91.35 | steps=26
2026-04-04 19:54:10 | INFO     | Episode 49 | raw=-114.50 | shaped=-24.50 | avg100_raw=-91.82 | steps=27
2026-04-04 19:54:11 | INFO     | Episode 50 | raw=-21.48 | shaped=-41.48 | avg100_raw=-90.41 | steps=160
2026-04-04 19:54:13 | INFO     | Episode 51 | raw=-107.70 | shaped=-17.70 | avg100_raw=-90.75 | steps=65
2026-04-04 19:54:15 | INFO     | Episode 52 | raw=-114.47 | shaped=-24.47 | avg100_raw=-91.21 | steps=39
2026-04-04 19:54:19 | INFO     | Episode 53 | raw=-18.92 | shaped=-38.92 | avg100_raw=-89.85 | steps=120
2026-04-04 19:54:20 | INFO     | Episode 54 | raw=-114.51 | shaped=-24.51 | avg100_raw=-90.30 | steps=31
2026-04-04 19:54:22 | INFO     | Episode 55 | raw=-123.36 | shaped=-33.36 | avg100_raw=-90.90 | steps=57
2026-04-04 19:54:24 | INFO     | Episode 56 | raw=-114.23 | shaped=-24.23 | avg100_raw=-91.32 | steps=33
2026-04-04 19:54:25 | INFO     | Episode 57 | raw=-118.17 | shaped=-28.17 | avg100_raw=-91.79 | steps=40
2026-04-04 19:54:28 | INFO     | Episode 58 | raw=-125.79 | shaped=-35.79 | avg100_raw=-92.38 | steps=63
